date,price
2023-07-27,2569.74
2023-07-28,2364.26
2023-07-31,2364.26
2023-08-01,2364.26
2023-08-02,2364.26
2023-08-03,2364.26
2023-08-04,2364.26
2023-08-07,2364.26
2023-08-08,2364.26
2023-08-09,2364.26
2023-08-10,2364.26
2023-08-11,2364.26
2023-08-14,2364.26
2023-08-15,2221.77
2023-08-16,2224.77
2023-08-17,2205.27
2023-08-18,2220.27
2023-08-21,2216.77
2023-08-22,2250.27
2023-08-23,2305.26
2023-08-24,2293.27
2023-08-25,2260.27
2023-08-28,2242.27
2023-08-29,2207.27
2023-08-30,2205.77
2023-08-31,2206.27
2023-09-01,2251.27
2023-09-04,2251.27
2023-09-05,2264.77
2023-09-06,2280.27
2023-09-07,2286.77
2023-09-08,2286.77
2023-09-11,2286.77
2023-09-12,2499.75
2023-09-13,2499.75
2023-09-14,2410.75
2023-09-15,2368.76
2023-09-18,2413.25
2023-09-19,2442.25
2023-09-20,2454.25
2023-09-21,2425.25
2023-09-22,2423.25
2023-09-25,2411.75
2023-09-26,2402.75
2023-09-27,2392.76
2023-09-28,2605.23
2023-09-29,2605.23
2023-10-06,2392.76
2023-10-09,2605.23
2023-10-10,2605.23
2023-10-11,2605.23
2023-10-12,2605.23
2023-10-13,2605.23
2023-10-16,2605.23
2023-10-17,2605.23
2023-10-18,2605.23
2023-10-19,2605.23
2023-10-20,2605.23
2023-10-23,2312.76
2023-10-24,2331.26
2023-10-25,2393.76
2023-10-26,2411.25
2023-10-27,2406.75
2023-10-30,2450.25
2023-10-31,2444.25
2023-11-01,2444.25
2023-11-02,2444.25
2023-11-03,2444.25
2023-11-06,2444.25
2023-11-07,2444.25
2023-11-08,2444.25
2023-11-09,2444.25
2023-11-10,2444.25
2023-11-13,2444.25
2023-11-14,2444.25
2023-11-15,2610.23
2023-11-16,2604.73
2023-11-17,2647.73
2023-11-20,2631.73
2023-11-21,2629.73
2023-11-22,2629.23
2023-11-23,2624.73
2023-11-24,2625.23
2023-11-27,2679.73
2023-11-28,2679.73
2023-11-29,2667.73
2023-11-30,2549.74
2023-12-01,2549.74
2023-12-04,2549.74
2023-12-05,2549.74
2023-12-06,2549.74
2023-12-07,2549.74
2023-12-08,2549.74
2023-12-11,2549.74
2023-12-12,2549.74
2023-12-13,2549.74
2023-12-14,2549.74
2023-12-15,2623.23
2023-12-18,2585.74
2023-12-19,2586.74
2023-12-20,2583.24
2023-12-21,2562.74
2023-12-22,2602.73
2023-12-25,2574.74
2023-12-26,2541.24
2023-12-27,2523.74
2023-12-28,2496.75
2023-12-29,2450.25
2024-01-01,2435.25
2024-01-02,2465.75
2024-01-03,2538.24
2024-01-04,2537.74
2024-01-05,2419.75
2024-01-08,2365.26
2024-01-09,2202.77
2024-01-10,2104.78
2024-01-11,2122.78
2024-01-12,2168.28
2024-01-15,2390.26
2024-01-16,2303.76
2024-01-17,2343.26
2024-01-18,2341.76
2024-01-19,2331.76
2024-01-22,2359.76
2024-01-23,2335.76
2024-01-24,2293.77
2024-01-25,2262.77
2024-01-26,2262.77
2024-01-29,2281.27
2024-01-30,2252.27
2024-01-31,2233.77
2024-02-01,2376.76
2024-02-02,2186.78
2024-02-05,2341.76
2024-02-06,2341.76
2024-02-07,2349.76
2024-02-08,2349.76
2024-02-09,2349.76
2024-02-19,2349.76
2024-02-20,2279.77
2024-02-21,2198.78
2024-02-22,2280.77
2024-02-23,2280.77
2024-02-26,2280.77
2024-02-27,2252.77
2024-02-28,2279.77
2024-02-29,2209.77
2024-03-01,2209.77
2024-03-04,2044.79
2024-03-05,2044.79
2024-03-06,2044.79
2024-03-07,2044.79
2024-03-08,2057.79
2024-03-11,2057.79
2024-03-12,2057.79
2024-03-13,2057.79
2024-03-14,2163.78
2024-03-15,2146.78
2024-03-18,2099.79
2024-03-19,2115.78
2024-03-20,2164.78
2024-03-21,2146.78
2024-03-22,2143.78
2024-03-25,2135.28
2024-03-26,2135.28
2024-03-27,2135.28
2024-03-28,2000.79
2024-03-29,2032.29
2024-04-01,2032.29
2024-04-02,2032.29
2024-04-03,2032.29
2024-04-08,2032.29
2024-04-09,2032.29
2024-04-10,2032.29
2024-04-11,2032.29
2024-04-12,2032.29
2024-04-15,2032.29
2024-04-16,2032.29
2024-04-17,2172.78
2024-04-18,2227.77
2024-04-19,2223.27
2024-04-22,2208.27
2024-04-23,2185.78
2024-04-24,2201.77
2024-04-25,2215.27
2024-04-26,2219.27
2024-04-29,2234.77
2024-04-30,2258.27
2024-05-01,2312.76
2024-05-02,2312.76
2024-05-03,2312.76
2024-05-06,2312.76
2024-05-07,2313.76
2024-05-08,2278.27
2024-05-09,2215.77
2024-05-10,2215.77
